PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
4675;Centro Deportivo Municipal Palomeras;;"Horario de uso de las instalaciones deportivas       Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a domingo, de 8,30 a 20,30 horas.    Cierre completo del centro    Los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas      Pre-infantiles  (0 a 5 aos, segn modalidades): matronatacin y natacin.   Infantiles  (6 a 14 aos, segn modalidades): atletismo, bdminton,  baloncesto, esgrima, gimnasia rtmica, judo, natacin, pdel, tenis y voleibol.   Jvenes y personas adultas:  (15 a 64 aos): acondicionamiento fsico deportivo, acuagim, bailes de saln, ciclo sala, estiramientos/relax, fitness/gap (glteos, abdomen, piernas), judo, natacin, natacin embarazadas, pdel, pilates, tenis.   Mayores de 65 aos:   actividad acutica, actividad fsica.    Actividades para personas con discapacidad fsica:    natacin (adultos).      Equipamientos      Superficie total de las instalaciones:   97.300 metros cuadrados.   Unidades deportivas al aire libre:   2 campos de ftbol de csped artificial, frontn (corto), piscinas (1 vaso de 50 metros, 2 vasos de recreo y 1 vaso infantil), pista de atletismo, 4  pistas de pdel, 6 pistas polideportivas, 5 pistas de tenis y 2 tenis de mesa.    Unidades deportivas cubiertas:   pabelln polideportivo, piscina (1 vaso de 25 metros y 1 vaso de enseanza), sala de armas, sala de artes marciales, sala multiusos (ciclo sala), sala multiusos (gimnasio) y sala de musculacin.    Oficina de promocin deportiva:     responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.     Unidades con servicios auxiliares:  aula, sala de acondicionamiento cardiovascular y reconocimiento mdico.   Ayuda tcnica para la accesibilidad   : instalacin convertible, con 1 ascensor y 2 gras de piscina.     Columna de rescate cardaco.";"Transporte ms prximo     Metro : Miguel Hernndez, Sierra de Guadalupe.   Bus:  54, 103, 142, 143, 58.   Renfe:  Vallecas.   Bicicleta:   el centro dispone de   aparca bicicletas exterior   con capacidad para 5 bicicletas.";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee5e79262ef5d010VgnVCM1000000b205a0aRCRD;TRANVIA DE ARGANDA;CALLE;V;4;;;;;MADRID;MADRID;28031;PALOMERAS SURESTE;PUENTE DE VALLECAS;446209;4470416;4.038.260.362.230.280;-36.337.151.808.372.400;917 774 901;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4622991;Centro Deportivo Municipal Pepu Hernndez;;"Horario de uso de las instalaciones deportivas                        Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de  taquilla    De lunes a viernes, de 8 a 23 horas.  Sbados, de 9 a 22 horas.  Domingos y festivos, de 9 a 15 horas.     Cierre completo del centro    Das 1 de enero, 1 de mayo y 25 de diciembre.";"Clases y escuelas deportivas     Infantiles  (de 6 a 14 aos): aerbic, artes marciales, baloncesto, balonmano, educacin fsica de base, ftbol, ftbol sala, pdel, pre-tenis y tenis.   Jvenes y personas adultas:   De 15 a 20 aos: aerbic, artes marciales, ftbol, musculacin, pdel y tenis.  De 21 a 64 aos: acondicionamiento fsico deportivo, aerbic, artes marciales, ciclo sala, estiramientos/relax, fitness, gimnasia suave, musculacin, pdel, pilates, tenis y tonificacin.     Mayores de 65 aos : actividad fsica.   Actividades para personas con discapacidad fsica:  actividad fsica (todos los grupos de edad).    Equipamientos       Superficie total de las instalaciones:    4.966.29 metros cuadrados.   Unidades deportivas al aire libre:   campo de ftbol de csped artificial (sealizado para ftbol 7), 3 pistas de tenis, y 4 pistas de pdel.     Unidades deportivas cubiertas:   1    pabelln polideportivo, 5 salas multiusos, sala de musculacin, 2 saunas y sala de fisioterapia.";"Transporte ms prximo     Metro:  Las Musas.   Bus:  38 , 140.   Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 7bicicletas.   Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f86186e9a3624110VgnVCM1000000b205a0aRCRD;NIZA;AVENIDA;V;8;;;;;MADRID;MADRID;28022;ROSAS;SAN BLAS-CANILLEJAS;448569;4475399;40.427.629.273.303.100;-36.063.181.769.844.700;917 755 866;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
10630252;Centro Deportivo Municipal Peagrande;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     De lunes a viernes de 6 a 24 horas  Sbados, domingos y festivos de 9 a 22 horas    Cierre completo del centro     Das 25 de diciembre, 1 de enero y 1 de mayo";;"Metro: Peagrande  Bus :   42,126,132,137";"Clases y escuelas deportivas   Ms informacin en el centro deportivo municipal.   Equipamientos     Superficie total de las instalaciones:  16.000 metros cuadrados.   Unidades deportivas al aire libre:  1 piscina, zona hidrotermal, solarium, sauna, bao turco, 6 pistas de pdel, y 4 pistas de tenis.    Unidades deportivas cubiertas:  2 piscinas, sala fitness, pabelln polideportivo, 4 salas polivalentes, zona hidrotermal (piscina spa y ducha de sensaciones), y sala bike.   Ayudas tcnicas para la accesibilidad:  rampas, ascensor, vestuarios, duchas y aseos adaptados.";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6b2456babc1c1610VgnVCM1000001d4a900aRCRD;Monforte de Lemos;AVENIDA;V;184;;;;;MADRID;MADRID;28029;PEAGRANDE;FUENCARRAL-EL PARDO;439867;4476908;4.044.064.843.863.940;-3.709.053.489.027.430;910 884 262;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4727;Centro Deportivo Municipal Peuelas;;"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De 11 a 21 horas    Slo temporada de verano";"Clases y escuelas     Programa deportivo-recreativo de verano:  consultar con el propio centro.    Equipamientos     Superficie total de las instalaciones:  7.000 metros cuadrados.   Unidades deportivas al aire libre:  1   piscina (25x12,5 metros), 1 piscina (20 x 10) metros) y 1 piscina infantil (18x8 metros).   Ayudas tcnicas a la accesibilidad:  1 gra de piscina.   Columna de rescate cardaco.";"Metro:  Acacias, Embajadores, Pirmides   Bus:  18, 36, 62   Renfe:  Pirmides   Bicicleta:   El centro dispone de aparcabicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad, para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c5a42be9971c010VgnVCM1000000b205a0aRCRD;ARGANDA;CALLE;V;25;;;;;MADRID;MADRID;28005;ACACIAS;ARGANZUELA;440176;4472244;4.039.865.532.340.660;-3.704.959.759.845.770;"914 732 491
914 801 571
915 882 683";;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas; 
4719;Centro Deportivo Municipal Plata y Castaar;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a domingo, de 8,45 a 20,30 horas.    Cierre completo del Centro    Los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-Infantiles  (de 0 a 5 aos, segn modalidades): matronatacin natacin.   Infantiles  (6 a 14 aos, segn modalidades): freestyle, natacin, pdel, patinaje artstico, polideportiva, pre-tenis, tenis y tenis mesa.   Jvenes y personas adultas  (de 15 a 20 aos, segn modalidades): freestyle, natacin, salvamento acutico y tenis mesa (de 21 a 64 aos): acuagim, bailes, ciclo sala/ abdominales, combinada (educacin fsica permanente y deportes), fitness, natacin, natacin de compensacin, pdel, pilates, tenis y tonificacin.   Mayores de 65 aos:   actividad fsica, acuagim, baile y natacin.    Actividades para personas con discapacidad fsica:   actividad acutica (adultos).     Equipamientos     Superficie total de las instalaciones:  66.013 metros cuadrados.   Unidades deportivas al aire libre:   campo de ftbol (csped artificial), campo de ftbol 7 (csped artificial), piscina (vaso de 25 metros, vaso de recreo, vaso infantil), pista de patinaje (con cubierta),  2 pistas polideportivas, 6 pistas de tenis y 4 pistas de pdel.    Unidades deportivas cubiertas:   pabelln polideportivo, piscina (vaso de 25 metros, vaso de enseanza) y sala multiusos (aerbic).    Unidades con servicios auxiliares   : sala de fsico e hidroterapia.";Bus:   76.    Renfe : Puente Alcocer.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=858e79262ef5d010VgnVCM1000000b205a0aRCRD;PLATA Y CASTAAR;PASEO;V;7;;;;;MADRID;MADRID;28021;SAN ANDRES;VILLAVERDE;439040;4466852;4.034.998.997.348.070;-37.178.413.073.202.800;"915 051 532                                                                 
915 051 195";;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4718;Centro Deportivo Municipal Playa Victoria;;"Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     De lunes a viernes: de 8,30 a 21 horas.  Sbados y festivos: de 9 a 14 horas.  Domingos: cerrada.    Cierre completo del centro     Das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-Infantiles  (0 a 5 aos), natacin.   Infantiles    (6 a 14 aos, segn modalidades): karate shyto y natacin.     Jvenes y personas adultas    (15 a 20 aos): natacin y karate shyto.     Adultos    (21 a 64 aos): acondicionamiento fsico deportivo, acuagim, aerbic, karate shyto,  natacin, natacin de compensacin, natacin embarazada y pilates.     Mayores de 65 aos:   actividad fsica, gimnasia acutica y natacin.      Actividades para personas con discapacidad fsica:  natacin (infantil y adulta).         Actividades para personas con discapacidad intelectual:   aerbic y natacin (adultos).         Equipamientos      Superficie total de las instalaciones:   5.640 metros cuadrados.     Unidades deportivas al aire libre:      2 pistas de pdel (cristal).       Unidades deportivas cubiertas:   piscina (vaso de 25 metros, (sistema de depuracin salina), sala multiusos (gimnasio), sala de musculacin y 2 saunas.      Oficina de promocin deportiva:  responsable de la coordinacin de   J uegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las Escuelas de Promocin Deportiva.     Ayudas tcnicas para la accesibilidad:   2 plataformas y 1 gra de piscina,  sala de musculacin con elementos adaptados para personas en silla de ruedas.   Columna de rescate cardaco.";"Metro:  Tetun.   Bus:   64, 66, 124, 126, 128.    Bicicleta:   el centro dispone de   aparca bicicletas exterior   con capacidad para   5    bicicletas.     Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c77e0a47f441f010VgnVCM2000000c205a0aRCRD;HIERBABUENA;CALLE;V;2;;;;;MADRID;MADRID;28039;BERRUGUETE;TETUAN;440472;4478972;404.592.763.472.204;-37.021.136.988.422.500;915 701 841 ;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4701;Centro Deportivo Municipal Pradillo;;"Horario de uso de las instalaciones deportivas   Para consultar el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes: de 8,30 a 21 horas.  Sbados y domingos: de 8,30 a 14,30 horas.    Cierre completo del centro     Festivos y das 24 y 31 de diciembre.";"Clases y escuelas deportivas     Pre-infantiles  (de 3 a 5 aos): natacin y educacin fsica de base (polideportiva).    Infantiles   (de 6 a 14 aos): bdminton, ftbol, gimnasia rtmica, natacin, pdel y tenis.     Jvenes y adultos   (de 15 a 64 aos): acondicionamiento fsico deportivo, acuagim, aerbic, aerbic aerolatino, ciclo sala, combinada (educacin fsica permanente y deportes), fitness, glteos, abdomen, piernas ( GAP ), gimnasia suave, musculacin, natacin, natacin de compensacin, natacin para embarazadas, pdel, pilates y tenis.    Mayores de 65 aos:   actividad fsica, acuagim y natacin.     Equipamientos     Superficie total de las instalaciones:  12.350 metros cuadrados.   Unidades deportivas al aire libre:  1 campo de ftbol 7, 6 pistas de pdel, 2 pistas polideportivas y 1 pista de tenis.   Unidades deportivas cubiertas:  piscina (1 vaso de 25 metros y 1 vaso de enseanza), 3 salas multiusos, sala de musculacin y 2 saunas.    Oficina de promocin deportiva:  responsable de la coordinacin de   Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las Escuelas de Promocin Deportiva.   Ayudas tcnicas para la accesibilidad:  1 ascensor, 1 plataforma y 1 gra de piscina.   Columna de rescate cardaco.";"Metro:  Alfonso XIII, Concha Espina.   Bus:  9, 40, 43, 72, 73.   Bicicleta:   El centro dispone de  aparcabicicletas exterior     con     capacidad para 25 bicicletas.    Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;"1,5,6";http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2cae79262ef5d010VgnVCM1000000b205a0aRCRD;PRADILLO;CALLE;V;33;;;;;MADRID;MADRID;28002;CIUDAD JARDIN;CHAMARTIN;443049;4477822;4.044.910.622.626.730;-3.671.618.277.009.410;914 137 105 ;;idmpradillo@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4720;Centro Deportivo Municipal Pueblo Nuevo;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes, de 9 a 20:30 horas (de septiembre a julio).  Sbados y domingos, de 9 a 14 horas (de septiembre a junio).  Festivos, cerrado.    Cierre completo del centro    Los das, 24, 25 y 31 de diciembre, 1 de enero, 1 de mayo, el mes de agosto y los fines de semana del mes de julio.";"Clases y escuelas deportivas     Pre-Infantiles  (0 a 3 aos) (3 a 5 aos): Matronatacin y natacin.   Infantiles  (6 a 14 aos, segn modalidades): natacin.   Jvenes y personas adultas:  (15 a 64 aos): acondicionamiento fsico deportivo, acuagim, aerbic, ciclo sala, combinada (aerbic/combo y natacin/acuagim), fitness, fitness acutico,  musculacin, natacin, natacin de compensacin, natacin de embarazadas, pilates, yoga y tonificacin.   Mayores de 65 aos:   actividad fsica,  gimnasia acutica, natacin y pilates.     Equipamientos     Superficie total de las instalaciones:  3.300 metros cuadrados.   Unidades deportivas cubiertas:  piscina (1 vaso de 25 metros y 1 vaso de enseanza), sala multiusos (ciclo sala), sala multiusos (gimnasio), sala de musculacin, 2 saunas, y 3 tenis de mesa.   Ayuda tcnica  para la accesibilidad:   1 gra de piscina.    Columna de rescate cardaco.";"Metro : Ascao.   Bus:  28 , 109.";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a5fa42be9971c010VgnVCM1000000b205a0aRCRD;FRANCISCO RIOJA;CALLE;V;14;;;;;MADRID;MADRID;28017;PUEBLO NUEVO;CIUDAD LINEAL;445948;4475892;4.043.003.240.158.620;-3.638.536.354.805.480;913 770 251;idmpnuevo@madrid.es;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4678;Centro Deportivo Municipal Puente de Vallecas;;"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes, de 8,30 a 21 horas.  Sbados, domingos y festivos de 8,30 a 14,30 horas.    Cierre completo del centro    El mes de agosto y los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-infantiles  (3 a 5 aos, segn modalidades): matronatacin y natacin.   Infantiles  (6 a 14 aos, segn modalidades): baloncesto, gimnasia rtmica, judo, natacin, squash, iniciacin salvamento y socorrismo y taekwondo.   Jvenes  (15 a 26 segn modalidades): natacin, salvamento y socorrismo y taekwondo.   Clases para adultos  (27 a 64 aos): combinada fitness (fitness, fitness acutico y musculacin), estiramientos, fitness, fitness acutico,  GAP ,  GAP  express, natacin, natacin salud, natacin embarazadas y pilates.   Mayores de 65 aos:  Acondicionamiento fsico mayores, gimnasia acutica y natacin.    Equipamientos     Superficie total de las instalaciones:  1.565 metros cuadrados.   Unidades deportivas cubiertas:  pabelln polideportivo, piscina (1 vaso de 25 metros y 1 vaso de enseanza), 4 pistas de squash, sala multiusos y sala de musculacin.   Ayuda tcnica para la accesibilidad:  1 gra de piscina.   Columna de rescate cardaco.";"Metro:  Portazgo.   Bus:    10 , 54 , 57 , 58 , 103.     Bicicleta:   el centro dispone de   aparca bicicletas exterior   con capacidad para 4 bicicletas.    Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fb1b42be9971c010VgnVCM1000000b205a0aRCRD;PAYASO FOFO;CALLE;V;7;;;;;MADRID;MADRID;28018;PALOMERAS BAJAS;PUENTE DE VALLECAS;443998;4471417;4.039.146.194.707.860;-36.598.636.029.775.800;914 781 492;914 781 697;idmpalomeras@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
106242;Centro Deportivo Municipal Ral Gonzlez;;"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes, de 10 a 20,30 horas.  Sbados, domingos y festivos, de 10 a 14,00 horas.    Cierre completo del centro    El mes de agosto, y los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-Infantiles  (0 a 3 aos) y (3 a 5 aos): matronatacin y natacin.   Infantiles  (6 a 14 aos, segn modalidades) ftbol sala, natacin y pre-deporte.   Jvenes y personas adultas  (de 15 a 21 aos), natacin.    Personas adultas:  (15 a 64 aos): acondicionamiento fsico deportivo, acuagim, ciclo sala, combinada (acondicionamiento/ gap), entrenamiento en circuito, gap (glteos, abdomen y piernas), natacin, natacin de compensacin, pilates, tonificacin y yoga (iniciacin).   Mayores de 65 aos:    actividad fsica, gimnasia acutica natacin.     Personas con discapacidad fsica:    natacin (infantil y adulta).      Equipamientos      Superficie total de las instalaciones:   33.900 metros cuadrados.     Unidades deportivas cubiertas:       pabelln polideportivo, piscinas (1 vaso de 25 m. y 1 vaso de enseanza) y 2 salas multiusos (gimnasios).      Servicio de medicina deportiva:   psicomotricidad infantil.     Ayudas tcnicas para la accesibilidad:   1 montacargas y 1 gra de piscina.   Columna de rescate cardaco.";"Bus : 59 , 79.   Renfe:   San Cristbal.    Metro:    San Cristbal.     Bicicleta: El centro dispone de  aparca bicicletas exterior   con capacidad para 4 bicicletas.  Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";"Deportes practicables  Baloncesto - Balonmano - Ftbol Sala - Natacin - Voleibol   Uso de espacios deportivos  Pabelln - Piscina   Enseanzas Deportivas Escuelas Pre-Infantiles  (3 a 5 aos): Matronatacin - Natacin peques  Escuelas infantiles  (6 a 14 aos, segn modalidades): Ftbol Sala - Natacin - Predeporte  Clases para jvenes  (de 15 a 21 aos): Natacin   Clases para jvenes y adultos  (15 a 64 aos): Acondicionamiento fsico deportivo - Acuagim - Ciclo sala - Combinada (Acondicionamiento/ GAP) - Entrenamiento en circuito - GAP (Glteos, Abdomen y Piernas) - Natacin - Natacin de compensacin - Pilates - Tonificacin - Yoga (iniciacin)  Actividades para Mayores de 65 aos:  Actividad Fsica - Gimnasia Acutica - Natacin  Actividades para Personas con discapacidad fsica:  Natacin (infantiles y adultos)   Servicio de Medicina deportiva:  Psicomotricidad infantil";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c2de79262ef5d010VgnVCM1000000b205a0aRCRD;BENIMAMET;CALLE;V;137;;;;;MADRID;MADRID;28021;SAN CRISTOBAL;VILLAVERDE;441882;4466411;40.346.220.026.067.000;-3.684.337.728.806.360;917 953 792;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4689;Centro Deportivo Municipal San Blas;;"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes, de 9 a 20,30 horas.  Sbados, domingos y festivos, de 9 a 14 horas.    Cierre completo del Centro    Los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-Infantiles  (0 a 3 aos) (3 a 5 aos): matronatacin, natacin.   Infantiles  (6 a 14 aos, segn modalidades): baloncesto, ftbol sala, gimnasia artstica, gimnasia rtmica,  karate, lucha, natacin y tenis.   Jvenes y personas adultas  (15 a 20 aos, segn modalidades): gimnasia rtmica, lucha, natacin, pdel y  tenis.   Adultos  (21 a 64 aos): acondicionamiento fsico deportivo y combinada, (acondicionamiento/natacin), gimnasia suave, musculacin, natacin, tenis.   Mayores de 65 aos:  actividad fsica, natacin.   Actividades para personas con discapacidad fsica:  natacin (infantil y juvenil).     Equipamientos      Superficie total de las instalaciones:  46.041 metros cuadrados.   Unidades deportivas al aire libre:  piscinas (1 vaso de nado 50 metros y 1 vaso recreativo 50 metros y 1 vaso infantil), 4 pistas polideportivas (3 con tenis), 4 pistas de pdel y 3 tenis de mesa.   Unidades deportivas cubiertas:  3 pabellones polideportivos, piscina (1 vaso de 25 metros), sala multiusos, sala artes marciales y sala de musculacin.    Oficina de promocin deportiva:    responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.    Ayuda tcnica para la accesibilidad:  1 ascensor y 1 gra de piscina.   Columna de rescate cardaco.";"Metro:  San Blas.   Bus:  38 , 48 , 153, 4.   Bicicleta:   el centro dispone de   aparca bicicletas exterior   con capacidad para 6 bicicletas.    Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=424b42be9971c010VgnVCM1000000b205a0aRCRD;ARCOS DE JALON;CALLE;V;59;;;;;MADRID;MADRID;28037;HELLIN;SAN BLAS-CANILLEJAS;448146;4475532;40.428.810.107.016.500;-36.113.273.589.762.300;913 209 818 ;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4686;Centro Deportivo Municipal San Cristbal;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes, de 9 a 20,30 horas.  Sbados, domingos y festivos, de 9 a 13,30 horas.    Cierre completo del Centro    Durante los festivos de semana santa, el mes de agosto, y los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Infantiles  (6 a 14 aos, segn modalidades): kenpo.   Jvenes y personas adultas  (15 a 64 aos): ciclo sala, gap (glteos, abdomen y piernas) y karate kenpo, musculacin, pilates tonificacin.    Equipamientos      Superficie total de las instalaciones: 1000 metros cuadrados.     Unidades deportivas cubiertas:   sala multiusos (artes marciales), sala multiusos (psicomotricidad), sala de musculacin y sauna.      Oficina de promocin deportiva:     responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.        Servicio de medicina deportiva:  psicomotricidad infantil.  psicomotricidad (infantil, de 3 a 8 aos).   Ayuda tcnica  para la accesibilidad:  instalacin convertible.   Columna de rescate cardaco.";"Metro:  San Cristbal.   Renfe:  San Cristbal.   Bus:  59, 79.   Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5 bicicletas.   Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=69fe79262ef5d010VgnVCM1000000b205a0aRCRD;PINAZO;PLAZA;V;9;;;;;MADRID;MADRID;28021;SAN CRISTOBAL;VILLAVERDE;441274;4466022;4.034.267.317.099.490;-36.914.487.380.508.800;917 950 911  ;;idmsancristobal@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4692;Centro Deportivo Municipal San Fermn;;"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De 11 a 21 horas    Slo temporada de verano";Clases y escuelas     Programa deportivo-recreativo de verano:  consultar en el propio centro.    Equipamientos     Superficie total de la instalacin:  10.000 metros cuadrados.   Unidades deportivas al aire libre:    piscina (1 vaso de 50 metros y 1 vaso infantil).     Ayudas tcnicas para la accesibilidad:   1 gra de piscina.     Columna de rescate cardaco.;"Bus:  18, 22, 23, 59, 76, 78, 79, 85, 86, 123.   Metro:  Hospital 12 de Octubre, San Fermn.";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee8b42be9971c010VgnVCM1000000b205a0aRCRD;SAN MARIO;CALLE;V;18;;;;;MADRID;MADRID;28041;SAN FERMIN;USERA;441197;4469644;4.037.530.577.421.290;-36.927.010.241.442.900;917 922 102;;idmsanfermin@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas; 
